title,abstract,year,date,keywords,author,isbn,volume,pages,pid,type,periodical,related url,notes
,,,,Lowicryl resins,,,,,,,,,
A new heavy‐metal‐containing resin for low‐temperature embedding and imaging of unstained sections of biological material,"A styrene‐based, low viscosity, negative‐staining resin has been formulated for low‐temperature embedding of unstained biological material. The resin, containing 3 atom% tin, permits sample preparations at 243°K, and provides sufficient contrast with bright field conventional transmission electron microscopy (CTEM) and excellent contrast in scanning transmission electron microscopy (STEM) ratio mode. Copyright © 1986 Wiley‐Liss, Inc.",1986,1986-01-01T00:00:00Z,Embedding,"Acetarin, J. D.",07410581 (ISSN),4,257-264,10.1002/jemt.1060040304,Journal Article,Journal of Electron Microscopy Technique,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986469417&doi=10.1002%2fjemt.1060040304&partnerID=40&md5=cd520edfb95361dca7d37a3be617a7b9,"Cited By :5 Export Date: 25 January 2021 Correspondence Address: Carlemalm, E.; Department of Microbiology, Klingelbergstrasse 70, Basel, CH-4056, Switzerland References: Armbruster, B.L., Carlemalm, E., Chiovetti, R., Garavito, R.M., Hobot, J.A., Kellenberger, E., Villiger, W., Specimen preparation for electron microscopy using low temperature embedding resins (1982) J. Micros., 126, pp. 77-85; Armbruster, B.L., Garavito, R.M., Kellenberger, E., Dehydration and embedding temperature affect the antigenic specificity of tubulin and immunolabelling by the protein A–colloidal gold technique (1983) J. Histochem. Cytochem., 31, pp. 1380-1384; Bennett, P.M., Decrease in section thickness on exposure to the electron beam: The use of tilted sections in estimating the amount of shrinkage (1974) J. Cell Sci., 15, pp. 693-701; Carlemalm, E., Kellenberger, E., The reproducible observation of unstained embedded cellular material in thin sections: Visualization of an integral membrane protein by a new mode of imaging for STEM (1982) EMBO J., 1, pp. 63-67; Carlemalm, E., Garavito, R.M., Villiger, W., Resin development for electron microscopy and an analysis of embedding at low temperature (1982) J. Microsc., 126, pp. 123-143; Carlemalm, E., Colliex, C., Garavito, R.M., Villiger, W., Acetarin, J.‐D., Kellenberger, E., Imaging of unstained thin sections from resin embedded biological material using Z‐contrast (1982) Proceedings of the 10th International Congress on Electron Microscopy, vol.1, pp. 605-606. , Deutsche Gesellschaft für Elektronen Mikroskopie, Hamburg; Carlemalm, E., Acetarin, J.‐D., Villiger, W., Colliex, C., Kellenberger, E., Heavy metal‐containing surroundings provide much more „negative” contrast by Z‐imaging in STEM than with conventional modes (1982) J. Ultrastruct. Res., 80, pp. 339-343; Carlemalm, E., Colliex, C., Kellenberger, E., Contrast formation in electron microscopy of biological material (1985) Adv. Electron. Electron Physics, 63, pp. 269-334; Crewe, A.V., Wall, J.J., A scanning microscope with 5 Å resolution (1970) J. Mol. Biol., 48, pp. 375-393; Crewe, A.V., Langmore, J.P., Isaacson, M.S., Resolution and contrast in the scanning transmission electron microscope (1975) Physical Aspects of Electron Microscopy and Microbeam Analysis, pp. 47-62. , B. M. Siegel, D. R. Beaman, John Wiley, New York; Crowther, R.A., Three‐dimensional reconstruction of a periodic specimen from a single view of an oblique section (1984) Ultramicroscopy, 13, pp. 295-304; Fujita, N., Sonogashira, K., Polymerization of è‐bonded organo‐transition metal derivatives of styrene (1974) J. Polym. Sci. Polym. Chem. Ed., 12, pp. 2845-2856; Garavito, R.M., Carlemalm, E., Colliex, C., Villiger, W., Septate junction ultrastructure as visualized in unstained and stained preparations (1982) J. Ultrastruct. Res., 80, pp. 344-353; Gomez, C., Strickler, D., Austin, L., An iodized mounting medium for coal particles (1984) Journal of Electron Microscopy Technique, 1, pp. 285-287; Kellenberger, E., Carlemalm, E., Villiger, W., Physics of the preparation and observation of specimens that involve cryoprocedures (1986) Proceedings of the 4th Pfefferkorn Conference, pp. 1-23. , (March 1985—Grand Canyon, Arizona), AMF, O'Hare, IL; Leebrick, J.R., Ramsden, H.E., Synthesis and reaction of p‐vinyl phenyl magnesium chloride (1968) J. Org. Chem., 23, pp. 935-936; Noltes, J.G., Budding, H.A., Van der Kerk, G.J.M., Studies in the IVth group organo‐metallic chemistry: V. Preparation of some p‐styrenyl substituted derivatives of germanium, tin and lead (1960) Rec. Trav. Chim. Pays‐Bas, 79, pp. 408-412; Noltes, J.G., Budding, H.A., Van der Kerk, G.J.M., Studies in the IVth group organo‐metallic chemistry: VI. Preparation and polymerization of derivatives of styrene and α‐methylstyrene (1960) Rec. Trav. Chim. Pays‐Bas, 79, pp. 1076-1084; Reichelt, R., Carlemalm, E., Villiger, W., Engel, A., Concentration determination of embedded biological matter by scanning transmission microscopy (1985) Ultramicroscopy, 16, pp. 69-80; Reynolds, W.F., Hamer, G.K., Bassindale, A.R., Substituent effects of the groups ‐CH2M(CH3)3 (M=C to Pb) and ‐M(CH3)3 (M=Si to Pb) from proton and carbon 13 chemic l shift measurements on 4 substituted styrenes (1977) Journal of the Chemical Society, Perkin Transactions 2, 2, pp. 971-974; Roth, J., Bendayan, M., Carlemalm, E., Villiger, W., Garavito, R.M., Enhancement of ultrastructural preservation and immunocytochemical staining in low temperature embedded pancreatic tissue (1981) J. Histochem. Cytochem., 29, pp. 663-671; Cryomicroscopy and radiation damage I (1982) Ultramicroscopy, 10, pp. 1-177. , Zeitler, E., (ed.); Cryomicroscopy and radiation damage II (1984) Ultramicroscopy, 14, pp. 169-315. , Zeitler, E. (ed.)"
,,,,p‐Styryl trimethyl tin,"Villiger, W.",,,,,,,,
,,,,Ratio‐contrast imaging,"Carlemalm, E.",,,,,,,,
,,,,Scanning transmission electron microscopy,,,,,,,,,
,,,,Unstained sections,,,,,,,,,
The nuclear lamina is a meshwork of intermediate-type filaments,"The nuclear lamina, a protein meshwork lining the nucleoplasmic surface of the inner nuclear membrane1,2, is thought to provide a framework for organizing nuclear envelope structure3 and an anchoring site at the nuclear periphery for interphase chromatin3-5. In several higher eukaryotic cells, the lamina appears to be a polymer comprised mainly of one to three immunologically related polypeptides of relative molecular mass (M r) 60,000-75,000 (60-70K) termed lamins1,2. Three lamins (A, B, and C) are typically present in mammalian somatic cells. Previous studies on nuclear envelopes of rat liver6 and Xenopus oocytes7 suggested that the lamina has a fibrillar or filamentous substructure. Interestingly, protein sequences recently deduced for human lamins A and C from complementary DNA clones8,9 indicate that both of these polypeptides contain a region of ∼350 amino acids very similar in sequence to the coiled-coil α-helical rod domain that characterizes all intermediate-type filament (IF) proteins10,11. Here we analyse the supramolecular organization of the native nuclear lamina and the structure and assembly properties of purified lamins, and show that the lamins constitute a previously unrecognized class of IF polypeptides. © 1986 Nature Publishing Group.",1986,1986-01-01T00:00:00Z,animal cell,"Aebi, U.",00280836 (ISSN),323,560-564,10.1038/323560a0,Journal Article,Nature,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022519369&doi=10.1038%2f323560a0&partnerID=40&md5=8fe88a7646840acd85815b3b7c2f7ac3,"Cited By :631 Export Date: 25 January 2021 Correspondence Address: Aebi, U.; Biozentrum, , Basel CH-4056, Switzerland Chemicals/CAS: Lamins; Macromolecular Systems; Nucleoproteins References: Gerace, L., Comeau, C., Benson, M.J., (1984) Cell Sci., 1, pp. 137-160; Krohne, G., Benavente, R., (1986) Expl. Cell Res, 162, pp. 1-10; Gerace, L., Blum, A., Blobel, G., (1978) J. Cell Biol, 79, pp. 546-566; Hancock, R., Hughes, M., (1982) Biol Cell, 44, pp. 201-212; Lebkowski, J., Laemmli, U., (1982) J. Molec. Biol, 156, pp. 325-344; Dwyer, N., Blobel, G., (1976) J. Cell Biol, 70, pp. 581-591; Scheer, U., Kartenbeck, J., Trendelenburg, M., Stadler, J., Franke, W., (1976) J. Cell Biol, 69, pp. 1-18; McKeon, F., Kirschner, M., Caput, D., (1986) Nature, 319, pp. 463-468; Fisher, D., Chaudhary, N., Blobel, G., Proc. Natrt. Acad. Sei. U.S.A., , the press; Weber, K., Geister, N., (1985) Ann. N.Y. Acad. Sei, 455, pp. 126-143; Steinert, P., Steven, A., Roop, D., (1985) Cell, 42, pp. 411-419; Havre, P., Fvans, D., (1983) Biochemistry, 22, pp. 2852-2860; Ip, W., Hartzer, M., Pang, S., Robson, R., (1985) J. Molec. Biol, 183, pp. 365-375; Zachroff, R., Goldman, A., Jones, J., Steinert, P., Goldman, R., (1984) J. Cell Biol, 98, pp. 1231-1237; Goldman, A., Maul, G., Steinert, P., Yang, H., Goldman, R., (1986) Proc Natn. Acad. Sci U.S.A, 83, pp. 3839-3843; Geisler, N., Kaufmann, E., Weber, K., (1985) J. Molec. Biol., 182, pp. 173-177; Eichner, R., Rew, P., Engle, A., Aebi, U., (1985) Ann. N.Y. Acad. Sci, 455, pp. 381-402; Steven, A., Trus, B., Hainfeld, J., Wall, J., Steinert, P., (1984) Ann. N. Y. Acad. Sci, 455, pp. 371-379; Krohne, G., Franke, W., Scheer, U., (1978) Expl Cell Res, 116, pp. 85-102; Stick, R., Hausen, P., (1985) Cell, 41, pp. 191-200; Fawcett, D., (1966) Am. J. Anat, 119, pp. 129-146; Shelton, K., Higgins, L., Cochran, D., Ruffolo, J., Egle, P., (1980) J. Biol. Chem, 255, pp. 10978-10983; Burke, B., Gerace, L., (1986) Cell, 44, pp. 639-652; Fenner, C., Traut, R., Mason, D., Wikman-Coffelt, J., (1975) Analyt. Biochem, 63, pp. 595-602; Martin, R., Ames, B., (1961) J. Boil. Chem, 236, pp. 1372-1379; Yphantis, D., (1964) Biochemistry, 3, pp. 297-317; Gurdon, J.J., (1976) Embryol. Exp. Morph, 36, pp. 523-540; Feldherr, C., Richmond, P., (1978) Meth. Cell Biol, 17, pp. 75-79; Fowler, W., Aebi, U., (1983) J. Ultrastruct. Res, 83, pp. 319-334; Aebi, U., Fowler, W., Isenberg, G., Pollard, T., Smith, P., (1981) J. Cell Biol, 91, pp. 340-351; Wrigley, N., (1968) J. Ultrastruct. Res, 24, pp. 454-464; Gerace, L., Ottaviano, Y., Kondor-Koch, C., (1982) J. Cell Biol, 95, pp. 826-837; Pollard, T., Stafford, W., Porter, M., (1978) J. Biol. Chem, 253, pp. 4798-4808; Geisler, N., Weber, K., (1981) J. Molec Biol., 151, pp. 565-571"
,,,,cell nucleus membrane,"Cohn, J.",,,,,,,,
,,,,egg,"Buhle, L.",,,,,,,,
,,,,electron microscopy,"Gerace, L.",,,,,,,,
,,,,female genital system,,,,,,,,,
,,,,intermediate filament,,,,,,,,,
,,,,nonhuman,,,,,,,,,
,,,,normal value,,,,,,,,,
,,,,priority journal,,,,,,,,,
,,,,ultrastructure,,,,,,,,,
,,,,xenopus,,,,,,,,,
,,,,Animal,,,,,,,,,
,,,,Cell Nucleus,,,,,,,,,
,,,,Cytoskeleton,,,,,,,,,
,,,,Intermediate Filaments,,,,,,,,,
,,,,Lamins,,,,,,,,,
,,,,Macromolecular Systems,,,,,,,,,
,,,,"Microscopy, Electron",,,,,,,,,
,,,,Molecular Weight,,,,,,,,,
,,,,Nucleoproteins,,,,,,,,,
,,,,Oocytes,,,,,,,,,
,,,,Solubility,,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
,,,,"Support, U.S. Gov't, P.H.S.",,,,,,,,,
,,,,Xenopus laevis,,,,,,,,,
The Three‐Dimensional Structure of the Actin Filament Revisited,,1986,1986-01-01T00:00:00Z,actin,"Aebi, U.",00778923 (ISSN),483,100-119,10.1111/j.1749-6632.1986.tb34502.x,Journal Article,Annals of the New York Academy of Sciences,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022924035&doi=10.1111%2fj.1749-6632.1986.tb34502.x&partnerID=40&md5=d1f95b3e1d5f8053c476fb662c6e3b42,"Cited By :56 Export Date: 25 January 2021 Correspondence Address: AEBI, U.; Department of Cell Biology and Anatomy, , Baltimore, Maryland, 21205, United States Chemicals/CAS: Actins Funding details: National Institute of General Medical Sciences, NIGMS, R01GM031940, R01GM035171 References: Bear, R.S., Selby, C.C., The structure of paramyosin fibrils according to X‐ray diffraction. (1956) J. Biophys. Biochem. Cytol., 2, pp. 55-69; Hanson, J., Lowy, J., The structure of F‐actin and of actin filaments isolated from muscle. (1963) Journal of Molecular Biology, 6, pp. 46-60; Huxley, H.E., Electron microscope studies on the structure of natural and synthetic protein filaments from striated muscle. (1963) J. Mol. Biol., 7, pp. 281-308; Smith, P.R., Aebi, U., The determination of the helical screw angle of a helical particle from its diffraction pattern (Appendix). (1975) J. Mol. Biol., 106, pp. 271-275; Depue, R.H., Jr., Rice, R.V., F‐actin is a right‐handed helix. (1965) J. Mol. Biol., 12, pp. 302-303; Hanson, J., Axial period of actin filaments. (1967) Nature, 213, pp. 353-356; Egelman, E.H., Francis, N., De Rosier, D.J., F‐actin is a helix with a random variable twist. (1982) Nature, 298, pp. 131-135; Trinick, J., Cooper, J., Seymour, J., Egelman, E.H., Cryo‐electron microscopy and three‐dimensional reconstruction of actin filaments. (1986) J. Microsc., 141, pp. 349-360; Fowler, W.E., Aebi, U., A consistent picture of the actin filament related to the orientation of the actin molecule. (1983) J. Cell Biol., 97, pp. 264-269; Smith, P.R., Fowler, W.E., Aebi, U., Towards an alignment of the actin molecule in the actin filament. (1984) Ultramicroscopy, 13, pp. 113-124; Moore, P.B., Huxley, H.E., De Rosier, D.J., Three‐dimensional reconstruction of F‐actin, thin filaments and decorated thin filaments. (1970) J. Mol. Biol., 50, pp. 279-295; Spudich, J.A., Huxley, H.E., Finch, J.T., Regulation of skeletal muscle contraction. II. Structural studies of the interactions of the tropomyosin‐troponin complex with actin. (1972) J. Mol. Biol., 72, pp. 619-632; Wakabayashi, T., Huxley, H.E., Amos, L.A., Klug, A., Three‐dimensional image reconstruction of actin‐tropomyosin complex and actin‐tropomyosin‐troponin I complex. (1975) J. Mol. Biol., 93, pp. 477-497; Seymour, J., O'Brien, E.J., The position of tropomyosin in muscle thin filaments. (1980) Nature., 283, pp. 680-682; Smith, P.R., Fowler, W.E., Pollard, T.D., Aebi, U., Structure of the actin molecule determined from electron micrographs of crystalline sheets with a tentative alignment of the molecule in the actin filament. (1983) J. Mol. Biol., 166, pp. 641-660; O'Brien, E.J., Couch, J., Johnson, G.R.P., Morris, E.P., Structure of actin and the thin filament. (1983) Actin: Structure and Function in Muscle and Non‐Muscle Cells., pp. 3-15. , C. dos Remedios, J. Bardeen, Academic Press,. Sidney, Australia; Hanson, J., Evidence from electron microscope studies on actin paracrystals concerning the origin of the cross‐striation in the thin filaments of vertebrate skeletal muscle. (1973) Proceedings of the Royal Society B: Biological Sciences, 183, pp. 39-58; Fowler, W.E., Aebi, U., Polymorphism of actin paracrystals induced by polylysine. (1982) J. Cell Biol., 93, pp. 452-458; Rioux, L., Gicquaud, C., Actin paracrystalline sheets formed at the surface of positively charged liposomes. (1985) J. Ultrastruct. Res., 93, pp. 42-49; Stewart, M., Vigers, G., Electron microscopy of frozen‐hydrated biological material. (1986) Nature, 319, pp. 631-636; Taylor, K.A., Amos, L.A., A new model for the geometry of the binding of myosin crossbridges to muscle thin filaments. (1981) J. Mol. Biol., 147, pp. 297-324; Wakabayashi, T., Toyoshima, C., Three‐dimensional image analysis of the complex of thin filaments and myosin molecules from skeletal muscle. II. The multidomain structure of actin‐myosin S1 complex. (1981) J. Biochem., 90, pp. 683-701; Vibert, P., Craig, R., Three‐dimensional reconstruction of thin filaments decorated with Ca2+‐regulated myosin. (1982) J. Mol. Biol., 157, pp. 299-319; Taylor, K.A., Amos, L.A., Structure of actin in reconstructed images of S1 decorated filaments. (1983) Actin: Structure and Function in Muscle and Non‐Muscle Cells., pp. 25-26. , C. dos Remedios, J. Bardeen, Academic Press,. Sidney, Australia; Toy shima, C., Wakabayashi, T., Three‐dimensional image analysis of the complex of thin filaments and myosin from skeletal muscle. V. Assignment of actin in the actin‐tropomyosin‐myosin subfragment‐1 complex. (1985) J. Biochem., 97, pp. 245-263; Egelman, E.H., De Rosier, D.J., A model for F‐actin derived from image analysis of isolated filaments (Appendix). (1983) J. Mol. Biol., 166, pp. 623-629; Tajima, Y., Kamiya, K., Seto, T., X‐ray structure analysis of thin filaments of a molluscan smooth muscle in the living relaxed state. (1983) Biophys. J., 43, pp. 335-343; Egelman, E.H., Padron, R., X‐ray diffraction evidence that actin is a 100 A filament. (1984) Nature, 307, pp. 56-58; Egelman, E.H., The structure of F‐actin. (1985) J. Muscle Res. Cell Motil., 6, pp. 129-151; Smith, P.R., Aebi, U., Computer‐generated Fourier transforms of helical particles. (1974) J. Phys. A: Gen. Phys., 7, pp. 1627-1633; Smith, P.R., Aebi, U., Josephs, R., Kessel, M., Studies of the structure of the bacteriophage T4 tail sheath. I. The recovery of 3‐D structural information from the extended sheath. (1976) J. Mol. Biol., 106, pp. 243-271; Hartt, J., Mendelson, R., X‐ray scattering of F‐actin and myosin subfragment‐1 complex. (1980) Fed. Proc., 39, p. 1729; Kabsch, W., Mannherz, H.G., Suck, D., Three‐dimensional structure of the complex of actin and DNase I at 4.5 Å resolution. (1985) The EMBO J., 4, pp. 2113-2118; Egelman, E.H., Francis, N., De Rosier, D.J., Helical disorder and the filament structure of F‐actin are elucidated by the angle‐layered aggregate. (1983) J. Mol. Biol., 166, pp. 605-622; Bullard, B., Bell, J., Craig, R., Leonard, K., Arthrin: A new actin‐like protein in insect flight muscle. (1985) J. Mol. Biol., 182, pp. 443-454; Engel, A., Molecular weight determination by scanning transmission electron microscopy. (1978) Ultramicroscopy, 3, pp. 273-281; DiCapua, E., Engel, A., Stasiak, A., Koller, T., Characterization of complexes between recA protein and duplex DNA by electron microscopy. (1982) J. Mol. Biol., 157, pp. 87-103; Engel, A., Eichner, R., Aebi, U., Polymorphism of reconstituted human epidermal keratin filaments: Determination of their mass‐per‐length and width by scanning transmission electron microscopy (STEM). (1985) J. Ultrastruct. Res., 90, pp. 323-335; Taylor, K.A., Reedy, M.C., Cordova, L., Reedy, M.K., Three‐dimensional reconstruction of rigor insect flight muscle from tilted thin sections. (1984) Nature, 310, pp. 285-291"
,,,,article,"Millonig, R.",,,,,,,,
,,,,biological model,"Salvo, H.",,,,,,,,
,,,,chemical structure,"Engel, A.",,,,,,,,
,,,,cytoskeleton,,,,,,,,,
,,,,electron microscopy,,,,,,,,,
,,,,image processing,,,,,,,,,
,,,,metabolism,,,,,,,,,
,,,,methodology,,,,,,,,,
,,,,scanning electron microscopy,,,,,,,,,
,,,,ultrastructure,,,,,,,,,
,,,,actin filament,,,,,,,,,
,,,,animal,,,,,,,,,
,,,,animal cell,,,,,,,,,
,,,,muscle,,,,,,,,,
,,,,nonbiological model,,,,,,,,,
,,,,nonhuman,,,,,,,,,
,,,,priority journal,,,,,,,,,
,,,,review,,,,,,,,,
,,,,Actins,,,,,,,,,
,,,,"Image Processing, Computer-Assisted",,,,,,,,,
,,,,"Microscopy, Electron",,,,,,,,,
,,,,"Microscopy, Electron, Scanning",,,,,,,,,
,,,,"Models, Biological",,,,,,,,,
,,,,"Models, Molecular",,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
,,,,"Support, U.S. Gov't, P.H.S.",,,,,,,,,
Similarities between the homeodomain and the hin recombinase DNA-binding domain,,1991,1991-01-01T00:00:00Z,transcription factor,"Affolter, M.",00928674 (ISSN),64,879-880,10.1016/0092-8674(91)90311-l,Journal Article,Cell,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026062190&doi=10.1016%2f0092-8674%2891%2990311-L&partnerID=40&md5=fd8a798eeb53b2d70299ea6c3b374ea8,"Cited By :21 Export Date: 25 January 2021 CODEN: CELLB Correspondence Address: Affolter, M.; Biozentrum der Universität Basel, CH-4056 Basel, Switzerland Chemicals/CAS: Antennapedia homeodomain protein; DNA Nucleotidyltransferases, EC 2.7.7.-; DNA-Binding Proteins; Hin recombinase, EC 2.7.7.-; Transcription Factors References: Affolter, Percival-Smith, Müller, Leupin, Gehring, (1990) Proc. Natl. Acad. Sci. USA, 87, pp. 4093-4097; Billeter, Qian, Otting, Müller, Gehring, Wüthrich, (1990) J. Mol. Biol., 214, pp. 183-197; Dodd, Egan, (1990) Nucl. Acids Res., 18, pp. 5019-5026; Gehring, Müller, Affolter, Percival-Smith, Billeter, Qian, Otting, Wüthrich, (1990) Trends Genet., 6, pp. 323-329; Glasgow, Bruist, Simon, (1989) J. Biol. Chem., 264, pp. 10072-10082; Graham, Dervan, (1990) J. Biol. Chem., 265, pp. 16534-16540; Harrison, Aggarwal, (1990) Annu. Rev. Biochem., 59, pp. 933-969; Hollis, Valenzuela, Pioli, Wharton, Ptashne, (1988) Proc. Natl. Acad. Sci. USA, 85, pp. 5834-5838; Kissinger, Liu, Martin-Blanco, Kornberg, Pabo, (1990) Cell, 63, pp. 579-590; Otting, Qian, Bileter, Müller, Affolter, Gehring, Wüthrich, (1990) EMBO J., 9, pp. 3085-3092; Percival-Smith, Müller, Affolter, Gehring, (1990) EMBO J., 9, pp. 3967-3974; Qian, Billeter, Otting, Müller, Gehring, Wüthrich, (1989) Cell, 59, pp. 573-580; Rimphanitchayakit, Hatfull, Grindley, (1989) Nucl. Acids. Res., 17, pp. 1035-1050; Scott, Tamkun, Hartzell, III, (1989) Biochim. Biophys. Acta, 989, pp. 25-48; Sluka, Horvath, Bruist, Simon, Dervan, (1987) Science, 238, pp. 1129-1132; Sluka, Horvath, Glasgow, Simon, Dervan, Importance of minor-groove contacts for the recognition of DNA by the binding domain of Hin recombinase (1990) Biochemistry, 29, pp. 6551-6561; Steitz, (1990) Quart. Rev. Biophys., 23, pp. 205-280"
,,,,dna recombination,"Percival-Smith, A.",,,,,,,,
,,,,letter,"Müller, M.",,,,,,,,
,,,,priority journal,"Billeter, M.",,,,,,,,
,,,,protein dna interaction,"Qian, Y. Q.",,,,,,,,
,,,,Amino Acid Sequence,"Otting, G.",,,,,,,,
,,,,Animal,"Wüthrich, K.",,,,,,,,
,,,,Binding Sites,"Gehring, W. J.",,,,,,,,
,,,,Comparative Study,,,,,,,,,
,,,,DNA Nucleotidyltransferases,,,,,,,,,
,,,,DNA-Binding Proteins,,,,,,,,,
,,,,"Models, Structural",,,,,,,,,
,,,,Molecular Sequence Data,,,,,,,,,
,,,,Nucleic Acid Conformation,,,,,,,,,
,,,,"Sequence Homology, Nucleic Acid",,,,,,,,,
,,,,Transcription Factors,,,,,,,,,
DNA binding properties of the purified Antennapedia homeodomain,"The in vitro DNA binding properties of a purified 68-amino acid Antennapedia homeodomain (Antp HD) peptide have been analyzed. Equilibrium and kinetic binding studies showed that stable DNA-protein complexes are formed with a Kd of 1.6 × 10-9 M and 1.8 × 10-10 M, respectively. Heterodimer analysis led to the conclusion that Antp HD interacts in vitro as a monomer with the DNA target sites used in our study. The results of methylation and ethylation interference studies indicated that the Antp HD closely approaches the target DNA primarily from one side in a region extending across three phosphate backbones. The DNA binding properties of the HD and prokaryotic DNA binding domains that share a helix-turn-helix motif are compared. (.",1990,1990-01-01T00:00:00Z,Helix-turn-helix,"Affolter, M.",00278424 (ISSN),87,4093-4097,10.1073/pnas.87.11.4093,Journal Article,Proceedings of the National Academy of Sciences of the United States of America,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025282181&doi=10.1073%2fpnas.87.11.4093&partnerID=40&md5=0dd2c9e85332799729ec811fa79e73a7,"Cited By :151 Export Date: 25 January 2021 CODEN: PNASA Correspondence Address: Affolter, M.; Biozentrum, Klingelbergstrasse 70, CH-4056 Basel, Switzerland Chemicals/CAS: Antennapedia homeodomain protein; DNA, 9007-49-2; DNA-Binding Proteins; Peptides References: McGinnis, W., Levine, M.S., Hafen, E., Kuroiwa, A., Gehring, W.J., (1984) Nature (London), 308, pp. 428-433; McGinnis, W., Garber, R.L., Wirz, J., Kuroiwa, A., Gehring, W.J., (1984) Cell, 38, pp. 403-409; Scott, M.P., Weiner, A.J., (1984) Proc. Natl. Acad. Sci. USA, 81, pp. 4115-4119; Gehring, W.J., (1987) Molecular Approaches to Developmental Biology, pp. 115-129. , eds. Firtel, R. & Davidson, E. (Liss, New York); Scott, M.P., Tamkun, J.W., Hartzell, G.W., (1989) Biochim. Biophys. Acta, 989, pp. 25-48; Levine, M., Hoey, T., (1988) Cell, 55, pp. 537-540; Struhl, K., (1989) Trends Biochem. Sci., 14, pp. 137-140; Wright, C.V.E., Cho, K.W.Y., Oliver, G., De Robertis, E.M., (1989) Trends Biochem. Sci., 14, pp. 52-56; Schaffner, W., (1989) Trends Genet., 5, pp. 37-39; Qian, Y.Q., Billeter, M., Otting, G., Müller, M., Gehring, W.J., Wüthrich, K., (1989) Cell, 59, pp. 573-580; Aggarwal, A.K., Rodgers, D.W., Drottar, M., Ptashne, M., Harrison, S.C., (1988) Science, 242, pp. 899-907; Jordan, S.R., Pabo, C.O., (1988) Science, 242, pp. 893-899; Wolberger, C., Dong, Y., Ptashne, M., Harrison, S.C., (1988) Nature (London), 335, pp. 789-795; Otwinowski, Z., Schevitz, R.W., Zhang, R.-G., Lawson, C.L., Joachimiak, A., Marmorstein, R.Q., Luisi, B.F., Sigler, P.B., (1988) Nature (London), 335, pp. 321-329; Pabo, C.O., Sauer, R.T., (1984) Annu. Rev. Biochem., 53, pp. 293-321; Schleif, R., (1988) Science, 241, pp. 1182-1187; Brennan, R.G., Matthews, B.W., (1989) J. Biol. Chem., 264, pp. 1903-1906; Wharton, R.P., Ptashne, M., (1985) Nature (London), 316, pp. 601-605; Lawson, C.L., Zhang, R.G., Schevitz, R.W., Otwinowski, Z., Joachimiak, A., Sigler, P.B., (1988) Proteins, 3, pp. 18-31; Müller, M., Affolter, M., Leupin, W., Otting, G., Wüthrich, K., Gehring, W.J., (1988) EMBO J., 7, pp. 4299-4304; Schneuwly, S., Kuroiwa, A., Baumgartner, P., Gehring, W.J., (1986) EMBO J., 5, pp. 733-739; Studier, F.W., Moffatt, B.A., (1986) J. Mol. Biol., 189, pp. 113-130; Hager, D.A., Burgess, R.R., (1980) Anal. Biochem., 109, pp. 76-86; Maniatis, T., Fritsch, E.F., Sambrook, J., (1982) Molecular Cloning: A Laboratory Manual, , Cold Spring Harbor Lab, Cold Spring Harbor, NY; Siebenlist, U., Gilbert, W., (1980) Proc. Natl. Acad. Sci. USA, 77, pp. 122-126; Maxam, A.M., Gilbert, W., (1977) Proc. Natl. Acad. Sci. USA, 74, pp. 560-564; Kim, J.G., Takeda, Y., Matthews, B.W., Anderson, W.F., (1987) J. Mol. Biol., 196, pp. 149-158; Pick, L., Schier, A., Affolter, M., Glenewinkel, T., Gehring, W.J., (1990) Genes Dev., , in press; Lawley, P.D., Brookes, P., (1963) Biochem. J., 89, pp. 127-128; Sauer, R.T., Smith, D.L., Johnson, A.D., (1988) Genes Dev., 2, pp. 807-816; Ogata, R.T., Gilbert, W., (1978) Proc. Natl. Acad. Sci. USA, 75, pp. 5851-5854; Fried, M., Crothers, D.M., (1981) Nucleic Acids Res., 9, pp. 6505-6525; Pabo, C.O., Lewis, M., (1982) Nature (London), 298, pp. 443-447; Hollis, M., Valenzuela, D., Pioli, D., Wharton, R., Ptashne, M., (1988) Proc. Natl. Acad. Sci. USA, 85, pp. 5834-5838; Hanes, S.D., Brent, R., (1989) Cell, 57, pp. 1275-1283; Treisman, J., Gönczy, P., Vashishtha, M., Harris, E., Desplan, C., (1989) Cell, 59, pp. 553-562"
