title,abstract,year,date,keywords,author,isbn,volume,pages,pid,type,periodical,related url,notes
,,,,electron microscopy,"Kistler, J.",,,,,,,,
,,,,methodology,,,,,,,,,
,,,,shadow casting,,,,,,,,,
,,,,theoretical study,,,,,,,,,
,,,,Computers,,,,,,,,,
,,,,Freeze Drying,,,,,,,,,
,,,,Image Enhancement,,,,,,,,,
,,,,"Microscopy, Electron",,,,,,,,,
,,,,"Models, Structural",,,,,,,,,
,,,,Tungsten,,,,,,,,,
Towards Assessment of Limitations on Computerized Axial Tomography,,1975,1975-01-01T00:00:00Z,Neurosciences & Neurology,"Smith, P. R.",0028-3940,9,1-8,10.1007/bf00330129,Journal Article,Neuroradiology,<Go to ISI>://WOS:A1975AD47900001,"ISI Document Delivery No.: AD479 Times Cited: 18 Cited Reference Count: 13 Cited References: AMBROSE J, 1973, BRIT J RADIOL, V46, P1023, DOI 10.1259/0007-1285-46-552-1023 FUHRER K, 1974, OCT JAHR TAG DEUTSCH HOUNDFIELD GN, 1973, BRIT J RADIOL, V46, P1016, DOI 10.1259/0007-1285-46-552-1016 Hounsfield G. N., 1972, British Patent Number, Patent No. [GB1283915, 1283915] KLUG A, 1972, NATURE, V238, P435, DOI 10.1038/238435a0 LEDLEY RS, 1974, SCIENCE, V186, P207 MARR RB, 1974, JUL P INT WORKSH BRO MAYO BJ, 1974, JUL INT WORKSH 3 DIM MULLER HR, 1974, EUR NEUROL, V11, P197, DOI 10.1159/000114319 PAXTON R, 1974, BRIT J RADIOLOGY, V47, P330 RAMACHANDRAN GN, 1971, P NATL ACAD SCI USA, V68, P2236, DOI 10.1073/pnas.68.9.2236 SHEPP LA, 1974, IEEE T NUCL SCI, VNS21, P21, DOI 10.1109/TNS.1974.6499235 SMITH PR, 1973, J PHYS A-MATH GEN, V6, P361, DOI 10.1088/0305-4470/6/3/011 Smith, pr peters, tm muller, hr elke, m Peters, Terry M/K-6853-2013 Peters, Terry M/0000-0003-1440-7488 18 0 Springer verlag New york"
,,,,"Radiology, Nuclear Medicine & Medical Imaging","Peters, T. M.",,,,,,,,
,,,,,"Muller, H. R.",,,,,,,,
,,,,,"Elke, M.",,,,,,,,
Yeast Chromatin - Search for Histone-H1,,1978,1978-01-01T00:00:00Z,Biochemistry & Molecular Biology,"Sommer, A.",0026-8925,161,323-331,10.1007/bf00331008,Journal Article,Molecular and General Genetics,<Go to ISI>://WOS:A1978FD69500015,"ISI Document Delivery No.: FD695 Times Cited: 47 Cited Reference Count: 42 Cited References: BHARGAVA MM, 1971, J CELL BIOL, V49, P423, DOI 10.1083/jcb.49.2.423 Bonner J., 1968, METHODS ENZYMOLOGY B, V12, P3 BRANDT WF, 1976, FEBS LETT, V65, P386, DOI 10.1016/0014-5793(76)80153-6 CAPLAN EB, 1975, BIOCHIM BIOPHYS ACTA, V407, P109, DOI 10.1016/0005-2787(75)90028-3 CHARLESWORTH MC, 1975, EUR J BIOCHEM, V75, P241 COHEN LH, 1971, J BIOL CHEM, V246, P1841 DISCHE Z, 1953, J BIOL CHEM, V204, P983 DUBOCHET J, 1971, J ULTRA MOL STRUCT R, V35, P147, DOI 10.1016/S0022-5320(71)80148-X ENGEL A, 1976, J ULTRA MOL STRUCT R, V57, P322, DOI 10.1016/S0022-5320(76)80120-7 FRANCO L, 1974, EUR J BIOCHEM, V45, P83, DOI 10.1111/j.1432-1033.1974.tb03532.x GOFF CG, 1976, J BIOL CHEM, V251, P4131 GOODWIN GH, 1973, EUR J BIOCHEM, V40, P215, DOI 10.1111/j.1432-1033.1973.tb03188.x GOODWIN GH, 1975, BIOCHIM BIOPHYS ACTA, V405, P280, DOI 10.1016/0005-2795(75)90094-X GORDON CN, 1977, J CELL SCI, V24, P81 GOROVSKY MA, 1974, J CELL BIOL, V61, P134, DOI 10.1083/jcb.61.1.134 GYLES KW, 1965, NATURE, V206, P93 HARTWELL LH, 1974, BACTERIOL REV, V38, P164, DOI 10.1128/MMBR.38.2.164-198.1974 JOHMANN CA, 1976, ARCH BIOCHEM BIOPHYS, V175, P694, DOI 10.1016/0003-9861(76)90561-0 KORNBERG RD, 1974, SCIENCE, V184, P868, DOI 10.1126/science.184.4139.868 KORNBERG RD, 1977, ANNU REV BIOCHEM, V46, P931, DOI 10.1146/annurev.bi.46.070177.004435 LAEMMLI UK, 1970, NATURE, V227, P680, DOI 10.1038/227680a0 LANG B, 1977, ANAL BIOCHEM, V77, P110, DOI 10.1016/0003-2697(77)90295-0 LEWIN B, 1974, GENE EXPRESSION 2, P105 LOHR D, 1975, SCIENCE, V188, P165, DOI 10.1126/science.1090006 LOHR D, 1977, BIOCHEMISTRY-US, V16, P463, DOI 10.1021/bi00622a020 LOHR D, 1977, P NATL ACAD SCI USA, V74, P79, DOI 10.1073/pnas.74.1.79 LOWRY OH, 1951, J BIOL CHEM, V193, P265 MOHLBERG J, 1969, ARCH BIOCHEM BIOPHYS, V134, P577 MOLL R, 1976, P NATL ACAD SCI USA, V73, P1863, DOI 10.1073/pnas.73.6.1863 MORTIMER RK, 1969, YEASTS, V1, P385 NELSON DA, 1977, P NATL ACAD SCI USA, V74, P1343, DOI 10.1073/pnas.74.4.1343 NOLL M, 1977, J MOL BIOL, V109, P393, DOI 10.1016/S0022-2836(77)80019-3 NOLL M, 1976, CELL, V8, P349, DOI 10.1016/0092-8674(76)90146-X PANYIM S, 1969, ARCH BIOCHEM BIOPHYS, V130, P337, DOI 10.1016/0003-9861(69)90042-3 PANYIM S, 1971, J BIOL CHEM, V246, P4206 PEACOCK AC, 1968, BIOCHEMISTRY-US, V7, P668, DOI 10.1021/bi00842a023 PETES TD, 1973, COLD SPRING HARB SYM, P9 PINON R, 1977, P NATL ACAD SCI USA, V74, P2850, DOI 10.1073/pnas.74.7.2850 RENZ M, 1977, P NATL ACAD SCI USA, V74, P1879, DOI 10.1073/pnas.74.5.1879 SIMON JH, 1976, BIOCHIM BIOPHYS ACTA, V454, P154, DOI 10.1016/0005-2787(76)90362-2 THOMAS JO, 1976, FEBS LETT, V66, P274, DOI 10.1016/0014-5793(76)80521-2 WINTERSBERGER U, 1973, EUR J BIOCHEM, V33, P123, DOI 10.1111/j.1432-1033.1973.tb02663.x Sommer, a 47 0 Springer New york"
,,,,Genetics & Heredity,,,,,,,,,
"Effects of colchicine and cytochalasin B on the release of 3H-norepinephrine from guinea-pig atria evoked by high potassium, nicotine and tyramine","The effect of colchicine and cytochalasin B on transmitter liberation by tyramine, nicotine and high potassium (60 mM) was studied in isolated guinea pig atria preloaded with 3H-norepinephrine. Concentrations of cytochalasin B (10-4 M) and colchicine (10-3 M) which markedly reduced or blocked the liberation of 3H-norepinephrine evoked by nicotine and 60 mM potassium did not interfere with the effect of tyramine. Norepinephrine liberation by tyramine neither depends on the presence of calcium nor involves exocytosis, but it does require an intact transport mechanism for phenethylamines through the neuronal membrane of the adrenergic nerve endings. It is concluded that the blockade of transmitter liberation by colchicine and cytochalasin B is not due to a general non-specific damage of the adrenergic nerve terminals, but rather to interference with some specific calcium-dependent step(s) in the excitation-secretion coupling leading to transmitter liberation from the storage vesicles in the nerve terminals by exocytosis. The possible relationship between the impairment of the calcium-dependent transmitter liberation by cytochalasin B and colchicine and the disrupting actions of these drugs on the function and structural organization of neurofilaments and neurotubules is discussed. © 1973 Springer-Verlag.",1973,1973-01-01T00:00:00Z,Colchicine,"Sorimachi, M.",00281298 (ISSN),276,1-12,10.1007/bf00500773,Journal Article,Naunyn-Schmiedeberg's Archives of Pharmacology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015546065&doi=10.1007%2fBF00500773&partnerID=40&md5=c6eef2350f7951b3903922338ddb7fc2,"Cited By :24 Export Date: 25 January 2021 CODEN: NSAPC Correspondence Address: Sorimachi, M.; Department of Pharmacology, , Basel, Switzerland Chemicals/CAS: calcium, 7440-70-2; colchicine, 64-86-8; cytochalasin B, 14930-96-2; dimethyl sulfoxide, 67-68-5; edetic acid, 150-43-6, 60-00-4; nicotine, 54-11-5; noradrenalin, 1407-84-7, 51-41-2; potassium, 7440-09-7; tritium, 10028-17-8; tyramine, 51-67-2, 60-19-5; Calcium, 7440-70-2; Colchicine, 64-86-8; Cytochalasin B, 14930-96-2; Dimethyl Sulfoxide, 67-68-5; Edetic Acid, 60-00-4; Indoles; Nicotine, 54-11-5; Norepinephrine, 51-41-2; Potassium, 7440-09-7; Tritium, 10028-17-8; Tyramine, 51-67-2 References: Banks, P., Mayor, D., Mitchell, M., Tomlinson, D., Studies on the translocation of noradrenaline-containing vesicles in post-ganglionic sympathetic neurones in vitro. Inhibition of movement by colchicine and vinblastine and evidence for the involvement of axonal microtubules (1971) J. Physiol. (Lond.), 216, pp. 625-639; Banks, P., Mayor, D., Tomlinson, D., Further evidence for the involvement of microtubules in their intra-axonal movement of noradrenaline storage granules (1971) J. Physiol. (Lond.), 219, pp. 755-761; Bell, C., Differential effect of tetrodotoxin on sympathomimetic actions of nicotine and tyramine (1968) Brit. J. Pharmacol., 32, pp. 96-103; Borisy, G.G., Taylor, E.W., The mechanism of action of colchicine: binding of colchicine-3H to cellular protein (1967) J. Cell Biol., 34, pp. 525-533; Bray, G.A., A simple efficient liquid scintillator for counting aqueous solution in a liquid scintillation counter (1960) Ann. Biochem., 1, pp. 279-285; Carter, S.B., Effects of cytochalasins on mammalian cells (1967) Nature (Lond.), 213, pp. 261-264; Chubb, I.W., De Potter, W.P., DeSchaepdryver, A.F., Tyramine does not release noradrenaline from splenic nerve by exocytosis (1972) Naunyn-Schmiedeberg's Arch. Pharmacol., 274, pp. 281-286; Commarato, M.A., Brody, T.M., McNeill, J.H., The effect of various drugs on the uptake and metabolism of tyramine-3H in the rat heart (1969) J. Pharmacol. exp. Ther., 167, pp. 151-158; Douglas, W.W., Sorimachi, M., Effects of cytochalasin B and colchicine on secretion of posterior pituitary and adrenal medullary hormones (1972) Brit. J. Pharmacol., 45, pp. 143-144; Douglas, W.W., Sorimachi, M., Colchicine inhibits adrenal medullary secretion evoked by acetylcholine without affecting that evoked by potassium (1972) Brit. J. Pharmacol., 45, pp. 129-132; Fredholm, B.B., Rosell, S., Fate of 3H-noradrenaline in canine subcutaneous adipose tissue (1970) Acta physiol. scand., 80, pp. 404-411; Geffen, L.B., Livett, B.G., Rush, R.A., Immunohistochemical localization of protein components of catecholamine storage vesicles (1969) J. Physiol. (Lond.), 204, pp. 593-605; Gewirtz, G.P., Kopin, I.J., Release of dopamine β-hydroxylase with norepinephrine during cat splenic nerve stimulation (1970) Nature (Lond.), 227, pp. 406-407; Gillespie, E., Levine, R.J., Malawista, S.E., Histamine release from rat peritoneal mast cells: inhibiton by colchicine and potentiation by deuterium oxide (1968) J. Pharmacol. exp. Then., 164, pp. 158-165; Huković, S., Muscholl, E., Die Noradrenalin-Abgabe aus dem isolierten Kaninchenherzen bei sympathischer Nervenreizung und ihre pharmakologische Beeinflussung (1962) Naunyn-Schmiedeberg's Arch. exp. Path. Pharmak., 244, pp. 81-96; Kraicer, J., Milligan, J.V., Effect of colchicine in vitro ACTH release induced by high K and by hypothalamus-stalk-median eminence extract (1971) Endocrinology, 89, pp. 408-412; Lacy, P.E., Howell, S.L., Young, D.A., Fink, C., New hypothesis of insulin secretion (1968) Nature (Lond.), 219, pp. 1177-1179; Lagnado, J.R., Lyons, C., Wickremasinghe, G., The subcellular distribution of colchicine-binding protein (“microtubule protein”) in rat brain (1971) FEBS Letters, 15, pp. 254-258; Levy, D.A., Carlton, J.A., Influence of temperature on the inhibition by colchicine of allergic histamine release (1969) Proc. Soc. exp. Biol. (N.Y.), 130, pp. 1333-1336; Lindmar, R., Löffelholz, K., Muscholl, E., Unterschiede zwischen Tyramin und Dimethylphenylpiperazin in der Ca2+-Abhängigkeit und in dem zeitlichen Verlauf der Noradrenalin-Freisetzung am isolierten Kaninchen (1967) Experientia (Basel), 23, pp. 933-934; Malaisse-Lagae, F., Greider, M.H., Malaisse, W.J., Lacy, P.E., The stimulussecretion coupling of glucose-induced insulin release (1971) The Journal of Cell Biology, 49, pp. 530-535; Orr, T.S.C., Hall, D.E., Allison, A.C., Role of contractile microfilaments in the release of histamine from mast cells (1972) Nature (Lond.), 236, pp. 350-351; Poisner, A.M., Bernstein, J., A possible role of microtubules in catecholamine release from the a renal medulla: effect of colchicine, vinca alkaloids and deuterium oxide (1971) J. Pharmacol. exp. Ther., 177, pp. 102-108; Rubin, R.P., Jaanus, S.D., A study of the release of catecholamines from the adrenal medulla by indirectly acting sympathomimetic amines (1966) Naunyn-Schmiedeberg's Arch. Pharmak. exp. Path., 254, pp. 125-137; Schmitt, F.O., Saon, F.E., Jr., Neuronal fibrous proteins (1969) Neurosci. Res. Symp. summaries, vol. 3, pp. 301-379. , F. O., Schmitt, T., Melnechuk, G. C., Quarton, G., Adelman, The MIT Press, Cambridge, Mass; Shofield, J.G., Cytochalasin B and release of growth hormone (1971) Nature New Biology, 234, pp. 215-216; Schofield, J.G., Cole, E.N., Behavior of system releasing growth hormone in vitro (1971) Mem. Soc. Endocr., 19, pp. 185-201; Schroeder, T.E., The role of “contractile ring” filaments in dividing arbacia egg (1969) Biol. Bull., 137, pp. 413-414; Smith, A.D., Secretion of proteins (chromogranin A and dopamine β-hydroxylase) from a sympathetic neuron (1971) Phil. Trans. B, 261, pp. 363-370; Smith, A.D., De Potter, W.P., Moerman, E.J., DeSchaepdryver, A.F., Release of dopamine β-hydroxylase and chromogranin A upon stimulation of the splenic nerve (1970) Tissue and Cell, 2, pp. 547-568; Spooner, B.S., Wessels, N.K., Effects of cytochalasin B upon microfilaments involved in morphogenesis of salivary epithelium (1970) Proc. nat. Acad. Sci. (Wash.), 66, pp. 360-364; Thoa, N.B., Wooten, G.F., Axelrod, J., Kopin, I.J., Inhibition of release of dopamine β-hydroxylase and norepinephrine from sympathetic nerves by colchicine, vinblastine and cytochalasin B (1972) Proc. nat. Acad. Sci. (Wash.), 69, pp. 520-522; Thoenen, H., Huerlimann, A., Haefely, W., Cation dependence of the noradrenaline-releasing action of tyramine (1969) Europ. J. Pharmacol., 6, pp. 29-37; Trifaró, J.M., Collier, B., Lastowecka, A., Stern, D., Inhibition by colchicine and by vinblastine of acetylcholine-induced catecholamine release from the adrenal gland: an anticholinergic action, not an effect upon microtubules (1972) Molec. Pharmacol., 8, pp. 264-267; Weinshilboum, R.M., Thoa, N.B., Johnson, D.G., Kopin, I.J., Axelrod, J., Proportional release of norepinephrine and dopamine β-hydroxylase from sympathetic nerves (1971) Scince, 174, pp. 1349-1351; Wessels, N.K., Spooner, B.S., Ash, J.F., Bradley, M.O., Luduena, M.A., Taylor, E.L., Wrenn, J.R., Yamada, K.M., Microfilaments in cellular and developmental process (1971) Science, 171, pp. 135-143"
,,,,Cytochalasin B,"Oesch, F.",,,,,,,,
,,,,Exocytosis,"Thoenen, H.",,,,,,,,
,,,,Norepinephrine Liberation,,,,,,,,,
,,,,Tyramine,,,,,,,,,
,,,,calcium,,,,,,,,,
,,,,dimethyl sulfoxide,,,,,,,,,
,,,,edetic acid,,,,,,,,,
,,,,indole derivative,,,,,,,,,
,,,,nicotine,,,,,,,,,
,,,,noradrenalin,,,,,,,,,
,,,,potassium,,,,,,,,,
,,,,tritium,,,,,,,,,
,,,,animal,,,,,,,,,
,,,,article,,,,,,,,,
,,,,Deuteromycetes,,,,,,,,,
,,,,drug effect,,,,,,,,,
,,,,guinea pig,,,,,,,,,
,,,,heart atrium,,,,,,,,,
,,,,heart atrium function,,,,,,,,,
,,,,in vitro study,,,,,,,,,
,,,,metabolism,,,,,,,,,
,,,,nerve ending,,,,,,,,,
,,,,physiology,,,,,,,,,
,,,,stimulation,,,,,,,,,
,,,,synaptic transmission,,,,,,,,,
,,,,Atrial Function,,,,,,,,,
,,,,Guinea Pigs,,,,,,,,,
,,,,In Vitro,,,,,,,,,
,,,,Indoles,,,,,,,,,
,,,,Mitosporic Fungi,,,,,,,,,
,,,,Nerve Endings,,,,,,,,,
,,,,Norepinephrine,,,,,,,,,
,,,,"Stimulation, Chemical",,,,,,,,,
Maximum principles and nonlinear elliptic problems,,1979,1979-01-01T00:00:00Z,,"Sperb, R. P.",00217670 (ISSN),35,236-263,10.1007/bf02791067,Journal Article,Journal d'Analyse Mathématique,,"Cited By :7 Export Date: 25 January 2021 Correspondence Address: Sperb, R.P.; Biozentrum der Universität Basel, Klingelbergstrasse 70, Basel, CH-4056, Switzerland References: Amann, H., Fixed point equations and nonlinear eigenvalue problems in ordered Banach spaces (1976) SIAM Rev., 4 (18), pp. 620-709; Bandle, C., Bounds for the solution of Poisson problems and applications to nonlinear eigenvalue problems (1975) SIAM Journal on Mathematical Analysis, 6, pp. 146-152; Bandle, C., Hersch, J., Problèmes de Dirichlet nonlinéaires: une condition suffisante isopérimétrique pour l'éxistence d'une solution (1975) C.R. Acad. Sci. Paris A, 28, pp. 1057-1060; Hopf, E., A remark on linear elliptic differential equations of the second order (1952) Proceedings of the American Mathematical Society, 3, pp. 791-793; Hudjaev, S.I., Boundary value problems for certain quasilinear elliptic equations (1964) Soviet Math., 5, pp. 188-192; Laetsch, T., The number of solutions of a nonlinear two point boundary value problem (1970) Indiana University Mathematics Journal, 20, pp. 1-13; Miranda, C., Formule di maggiorazione e teorem di esistenza per le funzioni biarmoniche de due variabili (1948) Giron. Math. Battaglini, 78, pp. 97-118; Opial, Z., Sur les périodes des solutions de l'équation différentiell x″+g(x)=0 (1961) Ann. Polon. Math., 10, pp. 49-72; L. E. Payne, Bounds for the maximum stress in the Saint Venant torsion problem, Indian J. Mech. Math., Special Issue (1968), 51–59; Payne, L.E., Some remarks on maximum principles (1976) J. Analyse Math., 30, pp. 421-433; Payne, L.E., Philippin, G., Some applications of the maximum principle in the problem of torsional creep (1977) SIAM Journal on Applied Mathematics, 33, pp. 446-455; L. E. Payne and I. Stakgold, Nonlinear problems in nuclear reactor analysis, Proc. Conf. on Nonlinear Problems in Physical Sciences and Biology, Springer Lecture Notes in Math. 322, 1972, pp. 298–307; Payne, L.E., Stakgold, I., Sperb, R.P., On Hopftype maximum principles for convex domains (1977) Nonlinear Analysis, 1, pp. 547-559; Protter, M.H., Weinberger, H.F., A maximum principle and gradient bounds for linear elliptic equations (1973) Indiana University Mathematics Journal, 23, pp. 239-249; D. H. Sattinger, Topics in stability and bifurcation theory, Springer Lecture Notes in Math. 309, 1973; Schaefer, P.W., Sperb, R.P., Maximum principles for some functionals associated with the solution of elliptic boundary value problems (1976) Arch. Rational Mech. Anal., 61, pp. 65-76; Schaefer, P.W., Sperb, R.P., Maximum principles and bounds in some inhomogeneous elliptic boundary value problem (1977) SIAM Journal on Mathematical Analysis, 8, pp. 871-878; R. P. Sperb, Growth estimates in reaction-diffusion problems, to be published in Arch. Rat. Mech. Anal. (1979); C. E. Weatherburn, Differential Geometry in Three Dimensions, Vol. 2, Cambridge Univ. Press, 1930UR - https://www.scopus.com/inward/record.uri?eid=2-s2.0-51649161101&doi=10.1007%2fBF02791067&partnerID=40&md5=6cbbb1eb60b423f7ec80568f8011bb81"
Anti-Restriction Proteins,,1979,1979-01-01T00:00:00Z,Biochemistry & Molecular Biology,"Spoerel, N.",0018-4888,360,377-378,,Journal Article,Hoppe-Seylers Zeitschrift Fur Physiologische Chemie,<Go to ISI>://WOS:A1979GP65700370,"ISI Document Delivery No.: GP657 Times Cited: 0 Cited Reference Count: 3 Cited References: Arber W, 1974, Prog Nucleic Acid Res Mol Biol, V14, P1, DOI 10.1016/S0079-6603(08)60204-4 HADI SM, 1975, J BIOL CHEM, V250, P4159 SPOEREL N, NATURE LONDON Spoerel, n bickle, ta herrlich, p 0 Walter de gruyter & co Berlin"
,,,,,"Bickle, T. A.",,,,,,,,
,,,,,"Herrlich, P.",,,,,,,,
Novel Bacteriophage Defence Mechanism - Anti-Restriction Protein,,1979,1979-01-01T00:00:00Z,Science & Technology - Other Topics,"Spoerel, N.",0028-0836,278,30-34,10.1038/278030a0,Journal Article,Nature,<Go to ISI>://WOS:A1979GK74100031,"ISI Document Delivery No.: GK741 Times Cited: 52 Cited Reference Count: 23 Cited References: Arber W, 1974, Prog Nucleic Acid Res Mol Biol, V14, P1, DOI 10.1016/S0079-6603(08)60204-4 BICKLE TA, 1978, P NATL ACAD SCI USA, V75, P3099, DOI 10.1073/pnas.75.7.3099 DUSSOIX D, 1962, J MOL BIOL, V5, P37, DOI 10.1016/S0022-2836(62)80059-X ESKIN B, 1973, J VIROL, V11, P1020, DOI 10.1128/JVI.11.6.1020-1023.1973 HADI SM, 1975, J BIOL CHEM, V250, P4159 HAUSMANN RUDOLF, 1967, J VIROL, V1, P57 HERRLICH P, 1970, J VIROL, V6, P750, DOI 10.1128/JVI.6.6.750-753.1970 HIRSCHKAUFFMANN M, 1976, MOL GEN GENET, V149, P243, DOI 10.1007/BF00268524 HJELM H, 1972, FEBS LETT, V28, P73, DOI 10.1016/0014-5793(72)80680-X Livingston D M, 1974, Methods Enzymol, V34, P723 PONTA H, 1976, MOL GEN GENET, V149, P145, DOI 10.1007/BF00332882 SANGER F, 1977, NATURE, V265, P687, DOI 10.1038/265687a0 SARABHAI AS, 1964, NATURE, V201, P13, DOI 10.1038/201013a0 SPOEREL N, 1977, THESIS BERLIN FREE U SPOEREL N, 1979, THESIS BERLIN FREE U SPOEREL N, EUR J BIOCH STUDIER FW, 1975, J MOL BIOL, V94, P283, DOI 10.1016/0022-2836(75)90083-2 STUDIER FW, 1976, J VIROL, V19, P136, DOI 10.1128/JVI.19.1.136-145.1976 TOUSSAINT A, 1976, VIROLOGY, V70, P17, DOI 10.1016/0042-6822(76)90232-4 von Hippel P.H., 1975, PROTEIN LIGAND INTER, P270 YUAN R, 1972, NATURE-NEW BIOL, V240, P42 YUAN R, 1975, NATURE, V256, P556, DOI 10.1038/256556a0 ZABEAU M, J VIROLOGY Spoerel, n herrlich, p bickle, ta 52 0 6 Nature publishing group London 1476-4687"
,,,,,"Herrlich, P.",,,,,,,,
,,,,,"Bickle, T. A.",,,,,,,,
Multisite Proteins and Randomly Coiled Polymeric Ligands - Chain-Length Dependence of Binding Constants,,1979,1979-01-01T00:00:00Z,Biochemistry & Molecular Biology,"Stankowski, S.",0301-4622,9,383-391,10.1016/0301-4622(75)80053-6,Journal Article,Biophysical Chemistry,<Go to ISI>://WOS:A1979HB98400010,"ISI Document Delivery No.: HB984 Times Cited: 2 Cited Reference Count: 38 Cited References: Abramowitz M., 1965, HDB MATH FUNCTIONS BERG RA, 1973, J BIOL CHEM, V248, P1175 BERG RA, 1973, BIOCHEMISTRY-US, V12, P3395, DOI 10.1021/bi00742a005 BERG RA, 1977, BIOCHEMISTRY-US, V16, P1615, DOI 10.1021/bi00627a014 BERGER A, 1970, PHIL T ROY SOC LON B, V227, P349 CARDINALE GJ, 1974, ADV ENZYMOL RAMB, V41, P245 CHAMBERLIN MJ, 1974, ENZYMES, V10, P333 CHAMBON P, 1974, ENZYMES, V10, P261 CISAR J, 1975, J EXP MED, V142, P435, DOI 10.1084/jem.142.2.435 DIMARZIO EA, 1965, J CHEM PHYS, V42, P2101, DOI 10.1063/1.1696251 EDSALL JT, 1958, BIOPHYSICAL CHEM Flory P. J., 1969, STAT MECH CHAIN MOL GOODMAN N, 1970, J POLYM SCI C, V31, P177 HIPPEL PHV, 1975, PROTEIN LIGAND INTER, P270 JATON JC, 1976, J IMMUNOL, V116, P1363 JOVIN TM, 1976, ANNU REV BIOCHEM, V45, P889, DOI 10.1146/annurev.bi.45.070176.004325 JUVA K, 1969, J BIOL CHEM, V244, P6486 KERR S, 1974, ENZYMES, V9, P167 KIVIRIKKO KI, 1972, BIOCHIM BIOPHYS ACTA, V271, P347, DOI 10.1016/0005-2795(72)90209-7 KIVIRIKKO KI, INT REV CONNECT TISS KLOTZ IM, 1975, PROTEINS, V1, P294 KORNBERG T, 1972, J BIOL CHEM, V247, P5369 KOSHLAND DE, 1970, ENZYMES, V1, P342 LAPANJE S, 1967, J AM CHEM SOC, V89, P5030, DOI 10.1021/ja00995a035 MAEDA H, 1977, BIOCHEMISTRY-US, V16, P4086, DOI 10.1021/bi00637a023 MCCLURE WR, 1975, J BIOL CHEM, V250, P4073 MCGEE JOD, 1971, ARCH BIOCHEM BIOPHYS, V144, P343, DOI 10.1016/0003-9861(71)90487-5 MOLNAR J, 1975, MOL CELL BIOCHEM, V6, P3, DOI 10.1007/BF01731862 Morawetz H, 1975, MACROMOLECULES SOLUT NOSSAL NG, 1968, J BIOL CHEM, V243, P913 OLSEN BR, 1973, EUR J BIOCHEM, V35, P135, DOI 10.1111/j.1432-1033.1973.tb02819.x Prockop D. J., 1976, BIOCH COLLAGEN, P163 SHERMAN LA, 1976, J MOL BIOL, V103, P61, DOI 10.1016/0022-2836(76)90052-8 SISIDO M, 1972, POLYM J, V3, P84, DOI 10.1295/polymj.3.84 SPIRO RG, 1974, METABOLISM FUNCTION, V40, P37 STALMANS W, 1974, ENZYMES, V9, P167 TANFORD C, 1975, PHYSICAL CHEM MACROM TURPEENNIEMI TM, 1977, BIOCHIM BIOPHYS ACTA, V483, P215, DOI 10.1016/0005-2744(77)90024-9 Stankowski, s engel, j berg, ra 2 0 Elsevier science bv Amsterdam"
,,,,Biophysics,"Engel, J.",,,,,,,,
,,,,Chemistry,"Berg, R. A.",,,,,,,,
